latitude,longitude,bright_ti4,scan,track,confidence,version,bright_ti5,frp,daynight,type,acq_DateTime
19.11455,81.255,341.18,0.45,0.63,n,2,309.04,4.72,D,0.0,2026-03-13 08:32:00
19.11894,80.76295,346.01,0.42,0.61,n,2,305.47,3.96,D,0.0,2026-03-13 08:32:00
19.1214,80.67368,342.53,0.41,0.61,n,2,306.59,3.96,D,0.0,2026-03-13 08:32:00
19.13546,80.70039,343.63,0.42,0.61,n,2,306.27,4.57,D,0.0,2026-03-13 08:32:00
19.13743,82.99973,337.85,0.59,0.7,n,2,305.78,3.38,D,0.0,2026-03-13 08:32:00
19.13779,80.22512,343.13,0.39,0.59,n,2,304.29,2.12,D,0.0,2026-03-13 08:32:00
19.14741,80.26602,367.0,0.39,0.59,h,2,302.68,7.38,D,0.0,2026-03-13 08:32:00
19.14806,80.82517,330.87,0.42,0.61,n,2,303.35,2.06,D,0.0,2026-03-13 08:32:00
19.14997,82.32511,367.0,0.53,0.67,h,2,309.09,14.24,D,0.0,2026-03-13 08:32:00
19.1546,81.24614,336.62,0.45,0.63,n,2,308.94,2.94,D,0.0,2026-03-13 08:32:00
19.15573,82.31945,339.66,0.53,0.67,n,2,305.58,4.11,D,0.0,2026-03-13 08:32:00
19.1562,82.32456,332.86,0.53,0.67,n,2,303.81,4.11,D,0.0,2026-03-13 08:32:00
19.15683,80.70728,349.13,0.42,0.61,n,2,305.3,5.9,D,0.0,2026-03-13 08:32:00
19.15883,80.70628,342.61,0.42,0.61,n,2,305.63,8.41,D,0.0,2026-03-13 08:32:00
19.20395,82.10136,334.95,0.51,0.66,n,2,302.7,3.6,D,0.0,2026-03-13 08:32:00
19.20626,83.25183,337.52,0.61,0.71,n,2,307.28,8.37,D,0.0,2026-03-13 08:32:00
19.21203,83.25484,367.0,0.61,0.71,h,2,306.72,13.15,D,0.0,2026-03-13 08:32:00
19.24031,83.35278,344.72,0.62,0.72,n,2,304.89,6.91,D,0.0,2026-03-13 08:32:00
19.24292,83.30537,367.0,0.62,0.71,h,2,308.17,15.94,D,0.0,2026-03-13 08:32:00
19.24955,83.30499,330.5,0.62,0.71,n,2,302.5,15.94,D,0.0,2026-03-13 08:32:00
19.25259,80.80984,337.54,0.42,0.61,n,2,301.73,4.39,D,0.0,2026-03-13 08:32:00
19.27942,83.04474,331.01,0.6,0.7,n,2,304.44,3.1,D,0.0,2026-03-13 08:32:00
19.28062,82.12881,351.93,0.52,0.67,n,2,307.54,7.72,D,0.0,2026-03-13 08:32:00
19.28085,81.52398,342.09,0.47,0.64,n,2,305.76,4.73,D,0.0,2026-03-13 08:32:00
19.28103,82.13068,338.09,0.52,0.67,n,2,307.83,5.99,D,0.0,2026-03-13 08:32:00
19.28589,80.42406,337.75,0.4,0.6,n,2,308.5,1.92,D,0.0,2026-03-13 08:32:00
19.29724,80.15356,350.71,0.38,0.59,n,2,305.78,3.64,D,0.0,2026-03-13 08:32:00
19.30964,80.16687,342.64,0.38,0.59,n,2,304.13,3.21,D,0.0,2026-03-13 08:32:00
19.31001,80.17045,334.75,0.39,0.59,n,2,302.31,5.94,D,0.0,2026-03-13 08:32:00
19.31117,80.16693,367.0,0.39,0.59,h,2,305.21,7.46,D,0.0,2026-03-13 08:32:00
19.31289,80.87342,338.87,0.43,0.62,n,2,304.43,3.8,D,0.0,2026-03-13 08:32:00
19.31508,80.16619,333.65,0.38,0.59,n,2,302.96,3.21,D,0.0,2026-03-13 08:32:00
19.31547,81.8306,334.68,0.5,0.65,n,2,304.08,2.62,D,0.0,2026-03-13 08:32:00
19.31731,80.24043,336.38,0.39,0.59,n,2,305.03,3.81,D,0.0,2026-03-13 08:32:00
19.31833,80.24062,334.85,0.39,0.59,n,2,304.6,2.28,D,0.0,2026-03-13 08:32:00
19.31925,82.00581,345.63,0.51,0.66,n,2,306.61,7.17,D,0.0,2026-03-13 08:32:00
19.32108,83.46764,337.9,0.63,0.72,n,2,304.48,5.25,D,0.0,2026-03-13 08:32:00
19.32589,80.88859,335.8,0.43,0.62,n,2,302.65,2.84,D,0.0,2026-03-13 08:32:00
19.33236,81.43745,347.82,0.47,0.64,n,2,306.38,4.18,D,0.0,2026-03-13 08:32:00
19.3363,81.43562,350.39,0.47,0.64,n,2,305.81,4.67,D,0.0,2026-03-13 08:32:00
19.33829,81.437,334.63,0.47,0.64,n,2,303.82,4.18,D,0.0,2026-03-13 08:32:00
19.34801,80.37488,335.3,0.4,0.6,n,2,307.89,2.46,D,0.0,2026-03-13 08:32:00
19.37404,83.32317,336.79,0.62,0.72,n,2,303.34,6.97,D,0.0,2026-03-13 08:32:00
19.37999,82.26217,334.97,0.53,0.67,n,2,303.73,2.56,D,0.0,2026-03-13 08:32:00
19.38157,81.88229,346.96,0.5,0.66,n,2,304.36,6.77,D,0.0,2026-03-13 08:32:00
19.38254,81.88096,342.3,0.5,0.66,n,2,303.32,3.91,D,0.0,2026-03-13 08:32:00
19.39837,81.99339,343.77,0.51,0.66,n,2,303.47,5.72,D,0.0,2026-03-13 08:32:00
19.39861,81.99225,340.47,0.51,0.66,n,2,303.74,3.32,D,0.0,2026-03-13 08:32:00
19.42625,83.51591,336.52,0.64,0.72,n,2,302.53,6.98,D,0.0,2026-03-13 08:32:00
19.42982,83.51537,335.84,0.64,0.72,n,2,302.98,4.34,D,0.0,2026-03-13 08:32:00
19.43807,80.77488,342.23,0.42,0.61,n,2,304.76,6.1,D,0.0,2026-03-13 08:32:00
19.4696,83.20973,335.1,0.61,0.71,n,2,302.52,5.43,D,0.0,2026-03-13 08:32:00
19.47097,83.20897,339.74,0.61,0.71,n,2,304.05,5.11,D,0.0,2026-03-13 08:32:00
19.52223,83.79192,337.18,0.67,0.74,n,2,303.57,5.74,D,0.0,2026-03-13 08:32:00
19.54481,82.56772,346.29,0.56,0.69,n,2,305.43,6.15,D,0.0,2026-03-13 08:32:00
19.54756,82.56586,339.3,0.56,0.69,n,2,304.41,6.24,D,0.0,2026-03-13 08:32:00
19.55115,82.56711,339.85,0.56,0.69,n,2,303.78,6.15,D,0.0,2026-03-13 08:32:00
19.55507,84.03872,336.82,0.7,0.75,n,2,300.39,7.6,D,0.0,2026-03-13 08:32:00
19.56477,83.4742,348.0,0.64,0.72,n,2,302.88,6.63,D,0.0,2026-03-13 08:32:00
19.56533,83.75233,334.96,0.66,0.73,n,2,304.33,4.17,D,0.0,2026-03-13 08:32:00
19.56571,83.3252,331.82,0.63,0.72,n,2,301.45,5.09,D,0.0,2026-03-13 08:32:00
19.56715,83.75301,332.68,0.67,0.73,n,2,304.23,5.21,D,0.0,2026-03-13 08:32:00
19.57138,83.47263,346.91,0.64,0.72,n,2,303.24,10.85,D,0.0,2026-03-13 08:32:00
19.57526,83.6011,344.1,0.65,0.73,n,2,306.93,9.5,D,0.0,2026-03-13 08:32:00
19.57582,83.60781,334.33,0.65,0.73,n,2,304.76,7.97,D,0.0,2026-03-13 08:32:00
19.57817,83.47309,367.0,0.64,0.72,h,2,303.2,10.85,D,0.0,2026-03-13 08:32:00
19.58237,81.82594,333.45,0.5,0.66,n,2,305.93,2.81,D,0.0,2026-03-13 08:32:00
19.58532,81.80566,333.78,0.5,0.66,n,2,305.43,2.6,D,0.0,2026-03-13 08:32:00
19.59262,83.8988,353.13,0.68,0.74,n,2,303.75,11.16,D,0.0,2026-03-13 08:32:00
19.6325,83.77572,343.66,0.67,0.74,n,2,300.87,8.38,D,0.0,2026-03-13 08:32:00
19.63737,83.77322,339.96,0.67,0.74,n,2,299.75,7.41,D,0.0,2026-03-13 08:32:00
19.64441,81.14497,367.0,0.45,0.63,h,2,306.59,14.7,D,0.0,2026-03-13 08:32:00
19.64969,81.07586,338.0,0.45,0.63,n,2,307.93,2.77,D,0.0,2026-03-13 08:32:00
19.65217,81.22883,367.0,0.46,0.63,h,2,313.45,8.28,D,0.0,2026-03-13 08:32:00
19.66366,81.62029,336.44,0.49,0.65,n,2,305.05,5.4,D,0.0,2026-03-13 08:32:00
19.66673,81.61774,334.9,0.48,0.65,n,2,306.04,3.1,D,0.0,2026-03-13 08:32:00
19.66949,81.68617,338.57,0.49,0.65,n,2,306.36,6.41,D,0.0,2026-03-13 08:32:00
19.6699,81.69092,352.21,0.49,0.65,n,2,304.32,6.41,D,0.0,2026-03-13 08:32:00
19.67345,81.68811,367.0,0.49,0.65,h,2,306.9,9.73,D,0.0,2026-03-13 08:32:00
19.68763,83.21142,340.15,0.62,0.71,n,2,303.42,6.09,D,0.0,2026-03-13 08:32:00
19.68988,81.00707,335.9,0.44,0.63,n,2,305.34,3.98,D,0.0,2026-03-13 08:32:00
19.69307,80.80404,344.6,0.43,0.62,n,2,306.98,4.96,D,0.0,2026-03-13 08:32:00
19.70134,82.53797,334.91,0.56,0.69,n,2,303.06,3.17,D,0.0,2026-03-13 08:32:00
19.7058,83.04802,336.19,0.6,0.71,n,2,304.32,4.31,D,0.0,2026-03-13 08:32:00
19.72016,81.13754,331.08,0.45,0.63,n,2,305.02,2.6,D,0.0,2026-03-13 08:32:00
19.72435,82.50898,339.32,0.56,0.68,n,2,305.19,4.11,D,0.0,2026-03-13 08:32:00
19.7245,81.55807,337.89,0.48,0.65,n,2,303.65,3.23,D,0.0,2026-03-13 08:32:00
19.73328,83.91645,353.66,0.69,0.74,n,2,302.54,18.52,D,0.0,2026-03-13 08:32:00
19.73368,83.91438,352.78,0.69,0.74,n,2,300.88,25.45,D,0.0,2026-03-13 08:32:00
19.73387,83.92361,344.09,0.69,0.74,n,2,298.53,18.52,D,0.0,2026-03-13 08:32:00
19.73418,83.92102,367.0,0.69,0.74,h,2,298.94,29.48,D,0.0,2026-03-13 08:32:00
19.74337,83.77042,335.98,0.67,0.74,n,2,301.23,6.85,D,0.0,2026-03-13 08:32:00
19.74496,83.48631,335.23,0.64,0.72,n,2,304.26,4.34,D,0.0,2026-03-13 08:32:00
19.74676,83.46841,339.69,0.64,0.72,n,2,302.65,2.79,D,0.0,2026-03-13 08:32:00
19.74772,81.6124,340.52,0.49,0.65,n,2,306.51,5.56,D,0.0,2026-03-13 08:32:00
19.74793,83.48296,336.26,0.64,0.72,n,2,304.0,5.17,D,0.0,2026-03-13 08:32:00
19.74948,81.89607,367.0,0.51,0.66,h,2,310.3,11.55,D,0.0,2026-03-13 08:32:00
19.75257,81.9302,333.91,0.51,0.66,n,2,305.26,2.15,D,0.0,2026-03-13 08:32:00
19.75491,81.75472,342.75,0.5,0.65,n,2,305.07,3.35,D,0.0,2026-03-13 08:32:00
19.7611,82.63256,367.0,0.57,0.69,h,2,309.98,22.0,D,0.0,2026-03-13 08:32:00
19.76321,82.63087,367.0,0.57,0.69,h,2,311.53,22.54,D,0.0,2026-03-13 08:32:00
19.77469,83.238,367.0,0.62,0.71,h,2,305.62,23.47,D,0.0,2026-03-13 08:32:00
19.78038,83.71785,337.35,0.67,0.73,n,2,301.75,8.19,D,0.0,2026-03-13 08:32:00
19.80352,83.74981,336.07,0.67,0.74,n,2,302.64,10.01,D,0.0,2026-03-13 08:32:00
19.80395,83.75515,367.0,0.67,0.74,h,2,303.77,10.01,D,0.0,2026-03-13 08:32:00
19.8155,83.43906,343.69,0.64,0.72,n,2,305.67,8.52,D,0.0,2026-03-13 08:32:00
19.81858,83.43926,347.77,0.64,0.72,n,2,305.5,6.49,D,0.0,2026-03-13 08:32:00
19.83924,82.19607,339.66,0.53,0.67,n,2,310.86,4.9,D,0.0,2026-03-13 08:32:00
19.90613,83.98506,341.21,0.7,0.75,n,2,302.38,6.61,D,0.0,2026-03-13 08:32:00
19.90912,83.76069,332.88,0.67,0.74,n,2,302.29,3.95,D,0.0,2026-03-13 08:32:00
19.70516,80.48902,340.3,0.41,0.61,n,2,306.31,3.81,D,0.0,2026-03-13 08:33:00
19.71994,81.13783,333.73,0.45,0.63,n,2,304.68,3.5,D,0.0,2026-03-13 08:33:00
19.73548,81.05124,335.09,0.45,0.63,n,2,306.91,4.51,D,0.0,2026-03-13 08:33:00
19.77236,80.61779,338.11,0.42,0.61,n,2,304.24,4.09,D,0.0,2026-03-13 08:33:00
19.77983,80.33858,345.9,0.4,0.6,n,2,306.3,4.25,D,0.0,2026-03-13 08:33:00
19.79858,80.53391,334.99,0.41,0.61,n,2,304.57,3.48,D,0.0,2026-03-13 08:33:00
19.83427,80.66862,332.8,0.42,0.61,n,2,305.61,4.84,D,0.0,2026-03-13 08:33:00
19.83465,80.67264,367.0,0.42,0.61,h,2,309.03,4.84,D,0.0,2026-03-13 08:33:00
19.83504,80.67667,333.56,0.42,0.61,n,2,306.25,8.19,D,0.0,2026-03-13 08:33:00
19.83787,82.19788,342.89,0.53,0.67,n,2,311.54,4.04,D,0.0,2026-03-13 08:33:00
19.84032,80.67209,336.35,0.42,0.61,n,2,306.5,4.84,D,0.0,2026-03-13 08:33:00
19.84266,80.40656,348.89,0.41,0.6,n,2,305.58,6.48,D,0.0,2026-03-13 08:33:00
19.84337,80.5858,339.07,0.42,0.61,n,2,307.09,4.84,D,0.0,2026-03-13 08:33:00
19.84376,80.58985,344.95,0.42,0.61,n,2,306.83,4.84,D,0.0,2026-03-13 08:33:00
19.84412,80.71146,342.06,0.42,0.61,n,2,304.83,3.32,D,0.0,2026-03-13 08:33:00
19.84941,80.58936,339.11,0.42,0.61,n,2,307.21,5.66,D,0.0,2026-03-13 08:33:00
19.85027,80.37024,331.19,0.4,0.6,n,2,304.5,1.67,D,0.0,2026-03-13 08:33:00
19.85617,80.42896,331.42,0.41,0.6,n,2,303.04,1.74,D,0.0,2026-03-13 08:33:00
19.85862,80.40814,334.53,0.41,0.6,n,2,303.55,5.1,D,0.0,2026-03-13 08:33:00
19.85869,80.34902,335.4,0.4,0.6,n,2,306.87,3.08,D,0.0,2026-03-13 08:33:00
19.85977,80.40865,335.0,0.41,0.6,n,2,303.46,2.08,D,0.0,2026-03-13 08:33:00
19.86382,80.40356,346.66,0.41,0.6,n,2,304.8,7.38,D,0.0,2026-03-13 08:33:00
19.86494,80.40408,344.67,0.41,0.6,n,2,305.18,3.34,D,0.0,2026-03-13 08:33:00
19.86895,80.33309,331.67,0.4,0.6,n,2,305.94,1.33,D,0.0,2026-03-13 08:33:00
19.87046,80.47439,339.65,0.41,0.61,n,2,303.49,2.89,D,0.0,2026-03-13 08:33:00
19.87208,80.47477,339.36,0.41,0.61,n,2,303.43,2.81,D,0.0,2026-03-13 08:33:00
19.87988,80.72502,342.31,0.43,0.62,n,2,308.17,13.81,D,0.0,2026-03-13 08:33:00
19.88029,80.72909,367.0,0.43,0.62,h,2,308.35,18.99,D,0.0,2026-03-13 08:33:00
19.88463,80.50475,340.28,0.41,0.61,n,2,303.19,3.58,D,0.0,2026-03-13 08:33:00
19.88567,80.66744,341.16,0.42,0.61,n,2,308.2,2.77,D,0.0,2026-03-13 08:33:00
19.88647,80.5051,340.34,0.41,0.61,n,2,304.03,4.53,D,0.0,2026-03-13 08:33:00
19.88836,80.66683,354.12,0.42,0.61,n,2,309.89,6.12,D,0.0,2026-03-13 08:33:00
19.89134,80.66685,335.62,0.42,0.61,n,2,308.34,2.76,D,0.0,2026-03-13 08:33:00
19.89138,81.53625,344.77,0.48,0.65,n,2,305.78,4.9,D,0.0,2026-03-13 08:33:00
19.89547,80.49953,335.22,0.41,0.61,n,2,303.35,3.38,D,0.0,2026-03-13 08:33:00
19.90471,80.41887,332.46,0.41,0.6,n,2,302.25,2.57,D,0.0,2026-03-13 08:33:00
19.9065,80.73882,353.66,0.43,0.62,n,2,307.46,5.73,D,0.0,2026-03-13 08:33:00
19.90998,80.73856,355.02,0.43,0.62,n,2,308.95,7.44,D,0.0,2026-03-13 08:33:00
19.91664,80.42559,330.11,0.41,0.6,n,2,302.71,1.64,D,0.0,2026-03-13 08:33:00
19.92875,81.68173,334.07,0.49,0.65,n,2,307.77,2.01,D,0.0,2026-03-13 08:33:00
19.93647,80.22912,340.09,0.4,0.6,n,2,304.93,2.89,D,0.0,2026-03-13 08:33:00
19.94044,80.79369,337.59,0.43,0.62,n,2,307.55,2.94,D,0.0,2026-03-13 08:33:00
19.94299,81.70426,337.9,0.49,0.65,n,2,305.2,2.8,D,0.0,2026-03-13 08:33:00
19.94611,80.43828,335.67,0.41,0.61,n,2,303.32,5.29,D,0.0,2026-03-13 08:33:00
19.96147,80.37402,336.16,0.41,0.6,n,2,304.99,3.02,D,0.0,2026-03-13 08:33:00
19.9771,81.12328,333.55,0.45,0.63,n,2,306.88,2.97,D,0.0,2026-03-13 08:33:00
19.98041,82.79609,335.04,0.58,0.7,n,2,305.49,2.84,D,0.0,2026-03-13 08:33:00
19.98401,83.07589,335.14,0.61,0.71,n,2,304.76,5.84,D,0.0,2026-03-13 08:33:00
19.98511,80.71889,330.44,0.43,0.62,n,2,304.48,1.89,D,0.0,2026-03-13 08:33:00
19.98927,80.47403,333.91,0.41,0.61,n,2,304.04,2.64,D,0.0,2026-03-13 08:33:00
19.99411,83.43617,337.67,0.64,0.72,n,2,304.77,7.08,D,0.0,2026-03-13 08:33:00
19.99565,80.53725,349.75,0.42,0.61,n,2,305.87,3.18,D,0.0,2026-03-13 08:33:00
19.9959,82.98412,334.53,0.6,0.71,n,2,301.25,3.1,D,0.0,2026-03-13 08:33:00
19.99867,80.41012,332.91,0.41,0.6,n,2,304.08,2.3,D,0.0,2026-03-13 08:33:00
19.99942,80.53773,342.57,0.42,0.61,n,2,304.45,6.18,D,0.0,2026-03-13 08:33:00
20.00169,80.5407,333.4,0.42,0.61,n,2,303.98,3.18,D,0.0,2026-03-13 08:33:00
20.00535,82.55259,336.7,0.56,0.69,n,2,305.61,3.18,D,0.0,2026-03-13 08:33:00
20.02045,80.51974,336.3,0.41,0.61,n,2,305.69,3.72,D,0.0,2026-03-13 08:33:00
20.02201,82.90495,367.0,0.59,0.7,h,2,303.54,12.93,D,0.0,2026-03-13 08:33:00
20.03314,81.47151,354.44,0.48,0.65,n,2,310.75,9.1,D,0.0,2026-03-13 08:33:00
20.03465,80.20451,343.6,0.4,0.6,n,2,306.22,4.33,D,0.0,2026-03-13 08:33:00
20.0357,82.4254,350.87,0.55,0.68,n,2,308.23,6.8,D,0.0,2026-03-13 08:33:00
20.03736,80.94694,334.33,0.44,0.63,n,2,308.57,2.31,D,0.0,2026-03-13 08:33:00
20.03906,81.47042,354.37,0.48,0.65,n,2,310.61,9.29,D,0.0,2026-03-13 08:33:00
20.03927,82.42783,344.73,0.55,0.68,n,2,305.77,8.59,D,0.0,2026-03-13 08:33:00
20.04457,80.96982,333.64,0.44,0.63,n,2,307.39,2.17,D,0.0,2026-03-13 08:33:00
20.05603,82.76647,344.19,0.58,0.7,n,2,305.28,6.09,D,0.0,2026-03-13 08:33:00
20.0634,80.15876,338.23,0.39,0.6,n,2,305.41,4.87,D,0.0,2026-03-13 08:33:00
20.06373,80.15794,338.42,0.39,0.6,n,2,305.49,2.28,D,0.0,2026-03-13 08:33:00
20.0676,82.82007,337.52,0.59,0.7,n,2,303.46,2.92,D,0.0,2026-03-13 08:33:00
20.09382,82.28638,330.83,0.54,0.68,n,2,305.78,1.95,D,0.0,2026-03-13 08:33:00
20.10946,80.46223,338.76,0.41,0.61,n,2,306.1,2.1,D,0.0,2026-03-13 08:33:00
20.11604,80.85572,331.35,0.44,0.62,n,2,305.4,1.36,D,0.0,2026-03-13 08:33:00
20.12558,80.51252,336.34,0.42,0.61,n,2,306.05,1.92,D,0.0,2026-03-13 08:33:00
20.12891,80.4879,337.19,0.41,0.61,n,2,306.97,4.23,D,0.0,2026-03-13 08:33:00
20.14428,81.73291,350.85,0.5,0.66,n,2,308.06,9.14,D,0.0,2026-03-13 08:33:00
20.14708,82.53165,338.02,0.56,0.69,n,2,306.44,5.12,D,0.0,2026-03-13 08:33:00
20.15678,82.38609,337.24,0.55,0.68,n,2,306.7,2.71,D,0.0,2026-03-13 08:33:00
20.15891,83.34631,339.31,0.63,0.72,n,2,306.77,4.88,D,0.0,2026-03-13 08:33:00
20.17153,81.62936,335.54,0.49,0.65,n,2,307.41,3.32,D,0.0,2026-03-13 08:33:00
20.17547,80.49944,336.99,0.41,0.61,n,2,307.26,2.37,D,0.0,2026-03-13 08:33:00
20.18337,82.57831,341.63,0.57,0.69,n,2,306.78,4.84,D,0.0,2026-03-13 08:33:00
20.18403,80.41424,341.64,0.41,0.61,n,2,306.86,3.47,D,0.0,2026-03-13 08:33:00
20.18502,83.81805,335.73,0.68,0.74,n,2,302.58,4.71,D,0.0,2026-03-13 08:33:00
20.19022,82.71487,349.39,0.58,0.7,n,2,307.14,8.19,D,0.0,2026-03-13 08:33:00
20.19163,80.51096,345.55,0.42,0.61,n,2,308.6,7.22,D,0.0,2026-03-13 08:33:00
20.19355,80.50971,341.46,0.42,0.61,n,2,308.51,3.13,D,0.0,2026-03-13 08:33:00
20.19553,82.71547,350.8,0.58,0.7,n,2,305.53,9.74,D,0.0,2026-03-13 08:33:00
20.20636,80.58125,338.11,0.42,0.61,n,2,308.05,5.46,D,0.0,2026-03-13 08:33:00
20.20959,80.58203,344.93,0.42,0.61,n,2,307.84,4.07,D,0.0,2026-03-13 08:33:00
20.21449,80.57324,338.77,0.42,0.61,n,2,308.9,2.58,D,0.0,2026-03-13 08:33:00
20.2242,82.57881,336.53,0.57,0.69,n,2,304.68,1.98,D,0.0,2026-03-13 08:33:00
20.23021,83.34977,341.84,0.64,0.72,n,2,305.21,7.38,D,0.0,2026-03-13 08:33:00
20.23059,82.57825,341.4,0.57,0.69,n,2,307.37,7.73,D,0.0,2026-03-13 08:33:00
20.23393,83.34883,344.76,0.64,0.72,n,2,306.31,5.1,D,0.0,2026-03-13 08:33:00
20.24519,81.75247,338.33,0.5,0.66,n,2,306.91,4.03,D,0.0,2026-03-13 08:33:00
20.24906,80.17078,367.0,0.4,0.6,h,2,307.86,7.96,D,0.0,2026-03-13 08:33:00
20.25801,83.14523,367.0,0.62,0.71,h,2,311.31,18.34,D,0.0,2026-03-13 08:33:00
20.27459,83.02354,340.62,0.61,0.71,n,2,306.0,5.3,D,0.0,2026-03-13 08:33:00
20.27835,81.91802,342.79,0.52,0.66,n,2,310.24,7.61,D,0.0,2026-03-13 08:33:00
20.30877,82.3393,355.32,0.55,0.68,n,2,307.67,6.34,D,0.0,2026-03-13 08:33:00
20.31349,83.1986,338.04,0.62,0.72,n,2,308.0,5.69,D,0.0,2026-03-13 08:33:00
20.31396,83.20471,336.32,0.63,0.72,n,2,305.23,5.69,D,0.0,2026-03-13 08:33:00
20.31518,82.33994,367.0,0.55,0.68,h,2,307.35,9.28,D,0.0,2026-03-13 08:33:00
20.31565,82.34534,349.32,0.55,0.68,n,2,306.94,9.28,D,0.0,2026-03-13 08:33:00
20.31598,83.20095,343.16,0.62,0.72,n,2,307.16,11.06,D,0.0,2026-03-13 08:33:00
20.32849,81.92363,339.63,0.52,0.67,n,2,310.02,3.32,D,0.0,2026-03-13 08:33:00
20.33261,80.72735,342.39,0.43,0.62,n,2,305.17,3.63,D,0.0,2026-03-13 08:33:00
20.3384,80.84563,346.94,0.44,0.62,n,2,308.01,5.86,D,0.0,2026-03-13 08:33:00
20.33918,80.84334,339.01,0.44,0.62,n,2,307.38,3.18,D,0.0,2026-03-13 08:33:00
20.33956,80.84757,332.86,0.44,0.62,n,2,307.13,3.18,D,0.0,2026-03-13 08:33:00
20.34242,80.50542,337.12,0.42,0.61,n,2,310.02,3.61,D,0.0,2026-03-13 08:33:00
20.34281,80.50947,334.67,0.42,0.61,n,2,308.74,4.34,D,0.0,2026-03-13 08:33:00
20.34299,83.32003,335.69,0.64,0.72,n,2,305.34,5.66,D,0.0,2026-03-13 08:33:00
20.34576,83.31613,337.1,0.63,0.72,n,2,307.21,6.39,D,0.0,2026-03-13 08:33:00
20.35385,82.30372,343.05,0.55,0.68,n,2,306.65,7.86,D,0.0,2026-03-13 08:33:00
20.35584,81.67194,337.8,0.5,0.66,n,2,309.23,2.3,D,0.0,2026-03-13 08:33:00
20.3561,80.35256,333.3,0.41,0.6,n,2,307.74,1.95,D,0.0,2026-03-13 08:33:00
20.3566,82.30476,339.58,0.55,0.68,n,2,306.91,4.47,D,0.0,2026-03-13 08:33:00
20.35931,81.64233,340.28,0.5,0.65,n,2,309.35,3.55,D,0.0,2026-03-13 08:33:00
20.36161,80.52732,343.77,0.42,0.61,n,2,308.77,4.59,D,0.0,2026-03-13 08:33:00
20.3674,80.29547,335.65,0.4,0.6,n,2,309.23,2.06,D,0.0,2026-03-13 08:33:00
20.36969,81.68993,348.74,0.5,0.66,n,2,310.47,5.19,D,0.0,2026-03-13 08:33:00
20.37468,83.04729,344.63,0.61,0.71,n,2,306.3,6.23,D,0.0,2026-03-13 08:33:00
20.378,82.26056,345.93,0.54,0.68,n,2,307.96,5.42,D,0.0,2026-03-13 08:33:00
20.38077,82.50559,335.33,0.56,0.69,n,2,303.1,10.86,D,0.0,2026-03-13 08:33:00
20.38301,82.50379,352.19,0.56,0.69,n,2,304.03,11.16,D,0.0,2026-03-13 08:33:00
20.40205,81.57634,339.51,0.49,0.65,n,2,308.99,8.83,D,0.0,2026-03-13 08:33:00
20.40383,81.57461,349.55,0.49,0.65,n,2,310.49,7.22,D,0.0,2026-03-13 08:33:00
20.41781,80.46138,342.28,0.42,0.61,n,2,308.09,4.83,D,0.0,2026-03-13 08:33:00
20.43294,80.91102,343.43,0.44,0.63,n,2,309.45,5.29,D,0.0,2026-03-13 08:33:00
20.4333,80.91483,343.14,0.44,0.63,n,2,307.01,5.29,D,0.0,2026-03-13 08:33:00
20.43365,80.91227,367.0,0.45,0.63,h,2,310.34,10.58,D,0.0,2026-03-13 08:33:00
20.43749,83.18717,334.87,0.63,0.72,n,2,306.08,3.82,D,0.0,2026-03-13 08:33:00
20.43873,82.40407,339.55,0.56,0.69,n,2,307.3,10.68,D,0.0,2026-03-13 08:33:00
20.45114,81.29356,335.54,0.47,0.64,n,2,309.06,2.7,D,0.0,2026-03-13 08:33:00
20.45305,80.99864,348.52,0.45,0.63,n,2,308.74,4.67,D,0.0,2026-03-13 08:33:00
20.4532,81.00047,345.46,0.45,0.63,n,2,306.62,5.3,D,0.0,2026-03-13 08:33:00
20.46176,80.58649,347.08,0.42,0.61,n,2,308.48,5.43,D,0.0,2026-03-13 08:33:00
20.46427,82.40369,344.29,0.56,0.69,n,2,311.13,10.14,D,0.0,2026-03-13 08:33:00
20.46456,80.86646,333.7,0.44,0.63,n,2,307.92,2.25,D,0.0,2026-03-13 08:33:00
20.46688,82.40257,349.96,0.56,0.69,n,2,311.11,8.92,D,0.0,2026-03-13 08:33:00
20.46892,81.69023,338.43,0.5,0.66,n,2,309.04,3.64,D,0.0,2026-03-13 08:33:00
20.48699,81.4557,342.01,0.48,0.65,n,2,310.98,6.86,D,0.0,2026-03-13 08:33:00
20.4874,81.46046,338.17,0.48,0.65,n,2,307.1,4.28,D,0.0,2026-03-13 08:33:00
20.4904,81.45768,367.0,0.48,0.65,h,2,311.12,9.37,D,0.0,2026-03-13 08:33:00
20.49767,82.38832,354.63,0.56,0.69,n,2,311.2,12.98,D,0.0,2026-03-13 08:33:00
20.49811,82.3937,340.45,0.56,0.69,n,2,308.94,9.36,D,0.0,2026-03-13 08:33:00
20.50577,82.4089,348.03,0.56,0.69,n,2,307.47,9.03,D,0.0,2026-03-13 08:33:00
20.50715,82.42547,335.18,0.56,0.69,n,2,307.17,12.32,D,0.0,2026-03-13 08:33:00
20.50882,80.59879,334.98,0.42,0.61,n,2,307.18,2.32,D,0.0,2026-03-13 08:33:00
20.51063,80.50011,336.91,0.42,0.61,n,2,305.66,2.45,D,0.0,2026-03-13 08:33:00
20.51342,82.50098,338.59,0.57,0.69,n,2,308.05,6.09,D,0.0,2026-03-13 08:33:00
