cluster_id,detection_count,first_seen,last_seen,centroid_lat,centroid_lon,nearest_industrial_distance_m,nearest_industrial_type,months_active,recurrence_rate,frp_mean,frp_std,frp_cv,day_count,night_count,daynight_ratio,label
20,64,2025-09-21 07:33:00,2026-08-25 19:32:00,21.195115,81.41573296874999,5348.050874772984,man_made=works,11.266666666666667,5.680473372781065,3.91203125,4.024046443169575,1.0286335118538674,10,54,0.15625,uncertain
21,104,2025-10-10 20:46:00,2026-08-02 20:02:00,21.80247336538461,82.03911067307693,19399.815386113423,power=plant,9.833333333333334,10.576271186440678,1.426346153846154,0.7421525471801834,0.5203172772464546,0,104,0.0,uncertain
22,18,2025-12-12 19:27:00,2026-08-02 20:04:00,17.969715,83.15171611111111,161535.03900662548,landuse=industrial,7.766666666666667,2.3175965665236054,1.155,0.4621974368040517,0.4001709409558889,0,18,0.0,uncertain
23,28,2025-11-13 20:09:00,2026-07-24 19:30:00,21.32254785714285,81.57815107142858,6099.032622528014,man_made=works,8.4,3.333333333333333,0.7732142857142856,0.5749270715196297,0.7435546421500986,2,26,0.0714285714285714,uncertain
24,35,2025-10-13 19:49:00,2026-07-24 19:30:00,21.940521142857143,81.98117457142857,12883.48038625674,power=plant,9.433333333333334,3.710247349823321,0.7694285714285715,0.2388076121698219,0.3103700863699876,0,35,0.0,uncertain
25,359,2025-09-04 20:21:00,2026-08-25 21:12:00,21.186994679665737,81.3881225626741,3692.9166190141377,man_made=works,11.833333333333334,30.338028169014084,2.1225348189415043,1.3054836999454884,0.6150587911658031,12,347,0.0334261838440111,uncertain
26,101,2025-09-24 20:46:00,2026-07-26 20:34:00,21.876680693069307,83.49505663366337,7213.006496707813,man_made=works,10.133333333333333,9.967105263157896,1.2884158415841584,0.8084735402884465,0.6274942562755176,1,100,0.0099009900990099,uncertain
27,166,2025-09-01 19:37:00,2026-07-31 20:40:00,21.879728253012047,83.55263259036145,11749.872758537374,man_made=works,11.1,14.954954954954957,1.271867469879518,0.5444481280595052,0.4280698586552259,0,166,0.0,uncertain
28,569,2025-09-01 19:37:00,2026-08-26 08:24:00,21.922739138840072,83.34776789103691,10916.187232234854,man_made=works,11.933333333333334,47.68156424581006,2.893462214411248,1.4571051511627724,0.5035853393576316,79,490,0.1388400702987697,uncertain
29,365,2025-09-10 07:40:00,2026-08-12 07:46:00,21.6791614520548,84.03864994520548,50742.54376139495,landuse=industrial,11.2,32.589285714285715,2.3087397260273974,1.4506951916974875,0.6283493870457499,43,322,0.1178082191780822,uncertain
30,157,2025-10-10 20:46:00,2026-07-30 20:57:00,21.34643675159236,81.66661458598726,8725.557282262464,landuse=industrial,9.766666666666667,16.07508532423208,1.327515923566879,0.8097036938659717,0.6099389690862564,2,155,0.0127388535031847,uncertain
31,10,2025-12-31 20:10:00,2026-07-30 20:57:00,21.605188,81.824009,22154.080943642683,power=generator,7.033333333333333,1.4218009478672986,0.6970000000000001,0.1882108746415396,0.2700299492705016,0,10,0.0,uncertain
32,1341,2025-08-31 19:56:00,2026-08-22 20:27:00,22.03915821029083,83.73498888888889,30875.952428568704,man_made=works,11.866666666666667,113.00561797752808,4.308724832214765,3.297492887465099,0.7653059816702488,248,1093,0.1849366144668158,uncertain
33,147,2025-09-01 19:37:00,2026-08-12 20:17:00,22.08812034013605,83.11716462585034,16393.419378499206,man_made=kiln,11.5,12.782608695652174,2.1979591836734698,1.7422717569411914,0.792677029620412,28,119,0.1904761904761904,uncertain
34,10,2025-12-29 20:48:00,2026-07-31 20:40:00,22.106324,83.124868,17446.751035872076,man_made=kiln,7.1,1.4084507042253522,1.506,0.9661745873978124,0.6415501908352008,0,10,0.0,uncertain
35,33,2025-10-12 20:08:00,2026-08-01 20:21:00,21.19043333333333,81.19855151515152,2260.8721667374944,landuse=industrial,9.766666666666667,3.3788395904436856,0.8781818181818182,0.3103773363328755,0.3534317494473737,0,33,0.0,uncertain
36,52,2025-09-10 20:09:00,2026-08-01 20:21:00,21.55902057692308,81.7512748076923,15140.72710757808,power=generator,10.833333333333334,4.8,1.199230769230769,1.500623198846747,1.2513214615142856,2,50,0.0384615384615384,uncertain
37,22,2025-11-29 20:10:00,2026-08-01 20:21:00,21.631278181818185,82.11204909090908,35992.78076384434,landuse=industrial,8.166666666666666,2.6938775510204085,0.8781818181818182,0.3229866039332689,0.3677901287024801,0,22,0.0,uncertain
38,71,2025-09-13 20:52:00,2026-08-01 20:21:00,21.73199605633803,82.21340774647888,22148.57137585383,landuse=industrial,10.7,6.635514018691589,1.2938028169014084,0.3766520417618632,0.2911201280763367,0,71,0.0,uncertain
39,14,2025-10-24 19:44:00,2026-08-02 20:04:00,18.541581428571423,83.34227214285714,137055.28322740085,landuse=industrial,9.4,1.4893617021276595,1.0871428571428572,0.450152599278692,0.4140694080093093,0,14,0.0,uncertain
40,727,2025-09-10 20:09:00,2026-08-20 19:25:00,21.763732640990373,84.02072331499312,48319.5304370128,landuse=industrial,11.433333333333334,63.58600583090379,2.300770288858322,1.2165843033963173,0.5287726068472508,32,695,0.0440165061898211,uncertain
41,101,2025-10-12 20:08:00,2026-08-09 19:32:00,22.065603960396043,83.70470861386138,28862.85611322262,landuse=industrial,10.0,10.1,1.2377227722772275,0.6773785960423001,0.5472781233523103,2,99,0.0198019801980198,uncertain
42,34,2025-11-11 20:47:00,2026-08-10 20:51:00,21.49901382352941,81.80903470588235,12274.598535551677,power=generator,9.066666666666666,3.75,1.037941176470588,0.4229175678098633,0.4074581271049973,0,34,0.0,uncertain
43,29,2025-10-10 20:46:00,2026-08-12 20:17:00,21.24594344827586,81.76963965517243,4070.477837609305,power=generator,10.166666666666666,2.8524590163934427,1.0724137931034483,0.3799591629599704,0.3543027564578502,0,29,0.0,uncertain
44,26,2025-10-12 20:08:00,2026-08-12 20:17:00,21.294832307692307,81.59367038461538,8836.19107363804,man_made=works,10.133333333333333,2.5657894736842106,0.6184615384615384,0.1683256916264967,0.2721684068587633,0,26,0.0,uncertain
45,25,2025-10-13 19:49:00,2026-08-12 20:17:00,21.9878672,82.0145192,9129.69475547098,power=plant,10.1,2.4752475247524752,0.5888,0.1555184876469675,0.2641278662482466,0,25,0.0,uncertain
46,13,2025-11-13 20:09:00,2026-08-20 19:25:00,21.956322307692307,83.8063453846154,33924.40011988595,landuse=industrial,9.3,1.3978494623655913,1.7984615384615386,1.7748279078727895,0.9868589735819616,2,11,0.1538461538461538,uncertain
47,79,2025-09-01 19:37:00,2026-05-19 20:06:00,21.73438075949367,83.98092303797468,44112.394185785626,landuse=industrial,8.666666666666666,9.115384615384617,1.1277215189873415,0.5714577611128618,0.506736593645932,0,79,0.0,uncertain
48,73,2025-09-10 20:08:00,2026-05-28 20:37:00,22.15533328767124,82.09415082191781,3206.535587131124,landuse=industrial,8.666666666666666,8.423076923076923,0.8816438356164383,0.3230970515470809,0.3664711740667636,0,73,0.0,uncertain
49,214,2025-09-10 20:09:00,2026-05-31 19:41:00,21.776693831775702,83.82989070093458,28891.68701007762,landuse=industrial,8.733333333333333,24.503816793893133,1.9120093457943923,1.3055638178738536,0.6828229269619098,16,198,0.0747663551401869,uncertain
50,36,2025-09-13 20:52:00,2026-04-10 08:08:00,21.45912361111111,81.80087722222223,8844.621953505699,power=generator,6.933333333333334,5.1923076923076925,1.1405555555555555,1.7242289281952663,1.5117447982228345,1,35,0.0277777777777777,uncertain
51,28,2025-09-20 20:21:00,2026-05-18 20:24:00,24.010894285714283,80.52936535714286,251870.78695054725,landuse=industrial,8.0,3.5,0.8321428571428572,0.2364295704833509,0.2841213722546706,0,28,0.0,uncertain
52,7,2025-09-20 20:22:00,2026-04-01 20:06:00,18.37495714285714,83.46521857142857,157214.3387004113,landuse=industrial,6.4,1.09375,0.3957142857142857,0.1330234494186573,0.3361603414911919,0,7,0.0,uncertain
53,66,2025-09-21 20:02:00,2026-05-19 20:06:00,21.859255606060607,83.9660940909091,43678.78079700627,landuse=industrial,8.0,8.25,1.2506060606060607,0.7027175355232957,0.5619015912834688,0,66,0.0,uncertain
54,93,2025-09-24 20:46:00,2026-05-19 20:06:00,21.750508494623656,83.8163676344086,26885.31888917224,landuse=industrial,7.866666666666666,11.822033898305085,1.8621505376344087,1.192500888216209,0.6403890899879168,3,90,0.032258064516129,uncertain
55,62,2025-10-10 20:46:00,2026-05-19 20:06:00,21.21460870967742,82.1357814516129,37154.22080759266,landuse=industrial,7.333333333333333,8.454545454545455,1.0541935483870968,0.7830657455954176,0.7428102237900228,1,61,0.0161290322580645,uncertain
56,57,2025-10-10 20:46:00,2026-05-01 20:43:00,21.84179719298245,83.98124140350878,44943.48186578904,landuse=industrial,6.733333333333333,8.465346534653465,1.0275438596491229,0.3637713209350582,0.3540202372084398,0,57,0.0,uncertain
57,131,2025-10-11 20:27:00,2026-05-29 07:50:00,21.75067717557252,83.97459251908397,43388.38752025973,landuse=industrial,7.633333333333334,17.161572052401745,2.131450381679389,1.7108167739584346,0.802653812006858,13,118,0.099236641221374,uncertain
58,6,2025-10-11 20:27:00,2026-02-07 19:58:00,22.174691666666664,83.50222833333333,18411.27422765977,landuse=industrial,3.933333333333333,1.5254237288135597,1.1166666666666667,0.4629326804910909,0.4145665795442605,0,6,0.0,uncertain
59,15,2025-10-12 20:08:00,2026-03-22 19:53:00,21.24072333333333,81.38530266666666,3459.9699190244246,man_made=works,5.333333333333333,2.8125,0.8766666666666667,0.2236280926214857,0.2550890790359153,0,15,0.0,uncertain
60,24,2025-10-12 20:08:00,2026-04-11 20:18:00,21.375570416666665,81.65203708333333,7371.863410370591,landuse=industrial,6.033333333333333,3.977900552486188,1.31375,0.4506016509358205,0.3429888874868281,0,24,0.0,uncertain
61,29,2025-10-12 20:08:00,2026-05-29 20:19:00,21.57682103448276,82.0226096551724,33688.450765567344,landuse=industrial,7.633333333333334,3.799126637554585,1.6675862068965517,1.1381835628140564,0.6825335674443267,0,29,0.0,uncertain
62,38,2025-10-12 20:08:00,2026-04-22 20:12:00,21.71526105263158,84.04084815789473,50236.09067348397,landuse=industrial,6.4,5.9375,1.2681578947368422,2.055018715326309,1.620475434372271,3,35,0.0789473684210526,uncertain
63,84,2025-10-12 20:08:00,2026-05-31 19:41:00,21.821396904761905,83.99543904761904,45756.68175029303,landuse=industrial,7.666666666666667,10.956521739130434,1.2086904761904762,0.7545712574427988,0.6242882460868227,1,83,0.0119047619047619,uncertain
64,36,2025-10-14 19:30:00,2026-04-20 20:49:00,22.01869361111111,82.17886194444445,4717.736806841749,landuse=industrial,6.266666666666667,5.74468085106383,0.9958333333333332,0.3120565424955639,0.3133622184055872,0,36,0.0,uncertain
65,20,2025-10-20 19:18:00,2026-05-01 20:43:00,21.9004905,83.98156900000001,46279.28837741975,landuse=industrial,6.433333333333334,3.1088082901554404,0.7424999999999999,0.2107099528036735,0.2837844482204357,0,20,0.0,uncertain
66,31,2025-10-21 20:40:00,2026-05-19 20:06:00,21.795295161290323,83.98847451612903,44831.80260374915,landuse=industrial,6.966666666666667,4.44976076555024,0.9541935483870968,0.4560539017378566,0.4779469558442716,0,31,0.0,uncertain
67,36,2025-10-21 20:40:00,2026-05-31 19:41:00,21.801769166666663,83.88391638888889,34109.67671688946,landuse=industrial,7.366666666666666,4.886877828054299,1.6736111111111112,1.02782475654108,0.6141359541158321,0,36,0.0,uncertain
68,34,2025-10-22 20:21:00,2026-05-12 20:37:00,21.19408705882353,81.20990235294119,3115.861547334608,landuse=industrial,6.733333333333333,5.0495049504950495,1.0076470588235291,0.2855092082952674,0.2833424717466168,0,34,0.0,uncertain
69,44,2025-10-23 20:02:00,2026-05-08 20:12:00,22.019743863636364,83.33772522727273,3503.407384722438,landuse=industrial,6.566666666666666,6.700507614213199,0.9586363636363636,0.4539418613992935,0.4735287316635589,0,44,0.0,uncertain
70,6,2025-10-23 20:02:00,2026-01-09 20:42:00,22.024261666666664,83.30724500000001,5771.263579743481,landuse=industrial,2.6,2.3076923076923075,0.48,0.1147170431975999,0.2389938399949998,0,6,0.0,uncertain
71,18,2025-10-23 20:02:00,2026-03-03 08:20:00,22.107223333333334,83.52402222222221,13498.43199443666,landuse=industrial,4.333333333333333,4.153846153846154,1.0072222222222222,0.6961812268752977,0.6911893041232962,1,17,0.0555555555555555,uncertain
72,19,2025-11-01 20:34:00,2026-05-08 20:12:00,21.54382210526316,81.94690947368422,26028.013674372112,landuse=industrial,6.233333333333333,3.048128342245989,1.176842105263158,0.5085715576394007,0.4321493557758771,0,19,0.0,uncertain
73,88,2025-11-01 20:34:00,2026-05-29 20:19:00,22.32347818181818,82.58507170454546,6196.600151307298,landuse=industrial,6.933333333333334,12.692307692307692,1.6435227272727273,0.9555404558133188,0.5813977744006917,6,82,0.0681818181818181,uncertain
74,5,2025-11-03 07:27:00,2026-02-07 07:30:00,22.070204,83.434392,5117.501785238755,landuse=industrial,3.2,1.5625,7.062,2.211497230384881,0.313154521436545,5,0,1.0,uncertain
75,9,2025-11-03 19:57:00,2026-04-20 08:20:00,19.33559444444445,83.42862555555556,129134.5678920152,landuse=industrial,5.566666666666666,1.6167664670658684,1.2133333333333334,0.7233774948116647,0.5961902429766467,1,8,0.1111111111111111,uncertain
76,26,2025-11-09 19:44:00,2026-05-08 20:12:00,21.698489615384613,84.03165038461538,49733.74550964008,landuse=industrial,6.0,4.333333333333333,0.8603846153846154,0.2392067017327193,0.278022988156044,0,26,0.0,uncertain
77,28,2025-11-09 19:44:00,2026-05-01 20:43:00,21.98614821428572,83.36544321428572,6271.923577925982,landuse=industrial,5.766666666666667,4.855491329479769,0.6892857142857143,0.2585132502002567,0.3750451298242067,0,28,0.0,uncertain
78,10,2025-11-11 20:47:00,2026-03-21 20:12:00,21.574698,81.734822,15917.90374363267,power=generator,4.3,2.3255813953488373,0.7470000000000001,0.2270609316167506,0.3039637638778454,0,10,0.0,uncertain
79,7,2025-11-11 20:47:00,2025-12-20 20:16:00,21.79116857142857,82.23229142857143,15267.570119886032,landuse=industrial,1.2666666666666666,5.526315789473684,0.51,0.1437590576856521,0.2818805052659845,0,7,0.0,uncertain
80,10,2025-11-11 20:47:00,2026-02-10 20:42:00,22.010049,83.328632,4803.321226965882,landuse=industrial,3.0,3.333333333333333,0.4939999999999999,0.2002331973807873,0.4053303590704196,0,10,0.0,uncertain
81,5,2025-10-20 20:59:00,2026-03-31 20:25:00,17.983106,80.828064,172025.69820555646,landuse=industrial,5.366666666666666,0.9316770186335404,1.61,0.7687002016391046,0.4774535413907481,0,5,0.0,uncertain
82,5,2025-11-13 07:40:00,2026-02-21 08:07:00,21.156146,81.17332,5519.275597806108,landuse=industrial,3.333333333333333,1.5,2.94,2.5205852495006,0.8573419215988434,3,2,0.6,uncertain
83,11,2025-11-13 20:09:00,2026-04-11 20:18:00,22.072404545454543,83.34858272727273,2770.308151550607,landuse=industrial,4.966666666666667,2.214765100671141,0.820909090909091,1.290995387640518,1.5726411145122587,1,10,0.0909090909090909,uncertain
84,5,2025-11-13 20:10:00,2026-04-01 20:06:00,17.964194,83.15835799999999,162347.00162988817,landuse=industrial,4.6,1.0869565217391306,0.8240000000000001,0.2300652081476031,0.2792053496936931,0,5,0.0,uncertain
85,5,2025-11-19 07:28:00,2026-01-22 07:30:00,23.375912,83.005702,89056.24517060207,man_made=works,2.1333333333333333,2.34375,4.326,0.9633431372050146,0.2226868093400404,5,0,1.0,wildfire
86,16,2025-11-19 19:57:00,2026-05-19 20:06:00,21.732130625,83.823591875,27957.46621539603,landuse=industrial,6.033333333333333,2.6519337016574585,1.225625,0.4503327473472626,0.3674311044138807,0,16,0.0,uncertain
87,6,2025-11-20 07:10:00,2025-11-21 08:32:00,23.424695,80.25095833333334,225473.22954507032,landuse=industrial,1.0,6.0,3.465,0.3009152704666216,0.0868442339009008,6,0,1.0,uncertain
88,8,2025-11-20 19:38:00,2026-03-23 19:34:00,22.18697875,82.1216,5875.001929739842,landuse=industrial,4.066666666666666,1.9672131147540983,0.55,0.1740279123753264,0.3164143861369571,0,8,0.0,uncertain
89,6,2025-11-22 08:13:00,2026-04-09 08:27:00,23.451255,80.23653833333333,228283.35802328924,landuse=industrial,4.6,1.3043478260869563,4.82,1.8452425314846823,0.3828304007229631,6,0,1.0,wildfire
90,7,2025-11-23 07:54:00,2026-04-11 20:18:00,23.45667857142857,80.18041857142858,233347.39628169432,landuse=industrial,4.633333333333334,1.5107913669064748,1.52,1.3125420628180515,0.8635145150118761,2,5,0.2857142857142857,uncertain
91,8,2025-11-29 20:10:00,2026-03-22 19:53:00,21.55774125,81.86447,20606.30343383256,power=generator,3.733333333333333,2.142857142857143,0.585,0.1701260037232907,0.2908136815782748,0,8,0.0,uncertain
92,65,2025-11-29 20:10:00,2026-05-29 20:19:00,22.336380923076923,82.55407661538462,2845.2750863074352,landuse=industrial,6.033333333333333,10.773480662983426,1.6687692307692308,0.9189081627336116,0.5506502311946598,2,63,0.0307692307692307,uncertain
93,6,2025-11-30 07:22:00,2026-04-10 08:08:00,21.33582,82.03700166666667,24657.01576000369,landuse=industrial,4.366666666666666,1.3740458015267176,8.18,3.4078321554912296,0.4166053979818129,6,0,1.0,wildfire
94,6,2025-11-30 07:22:00,2026-05-22 08:21:00,22.15791833333333,81.89894833333334,9417.858521329685,landuse=industrial,5.766666666666667,1.0404624277456649,6.390000000000001,3.532908150518493,0.5528807747290286,6,0,1.0,uncertain
95,5,2025-11-12 07:59:00,2026-04-08 07:05:00,21.84656,81.50822600000001,44529.56341199573,power=plant,4.866666666666666,1.0273972602739727,4.744,1.7240156611817654,0.3634097093553468,5,0,1.0,wildfire
96,18,2025-12-01 19:32:00,2026-05-20 19:47:00,22.32423111111111,82.67333722222222,12031.71487004115,landuse=industrial,5.666666666666667,3.176470588235294,1.058888888888889,0.984365360726744,0.9296210122288244,0,18,0.0,uncertain
97,5,2025-12-01 07:03:00,2026-05-29 07:50:00,21.727686,81.739432,32893.27654969763,power=generator,5.966666666666667,0.8379888268156425,7.35,3.961735730711982,0.5390116640424466,4,1,0.8,wildfire
98,6,2025-11-30 07:22:00,2026-04-10 08:08:00,21.803498333333334,81.66092,41605.67554696976,landuse=industrial,4.366666666666666,1.3740458015267176,5.368333333333333,1.6814804984497045,0.313222073601311,6,0,1.0,wildfire
99,8,2025-12-09 07:53:00,2025-12-23 06:51:00,20.775865,81.75911,33134.28540214839,landuse=industrial,1.0,8.0,9.89375,2.39954720431049,0.2425316188816667,8,0,1.0,uncertain
100,5,2025-12-09 07:54:00,2026-05-22 08:21:00,20.796654,81.188806,25602.586864193818,power=plant,5.466666666666667,0.9146341463414634,11.184,5.60701168181412,0.5013422462280149,5,0,1.0,wildfire
101,9,2025-12-09 07:54:00,2026-05-22 08:21:00,20.85772111111111,81.92652444444444,32611.5411878958,landuse=industrial,5.466666666666667,1.646341463414634,12.835555555555556,6.85381665773004,0.5339711731264747,9,0,1.0,wildfire
102,6,2025-12-09 07:54:00,2026-05-20 07:18:00,20.863396666666667,81.25577,23810.84978255752,landuse=industrial,5.366666666666666,1.1180124223602486,4.723333333333334,1.2424921193579723,0.2630540831385968,6,0,1.0,wildfire
103,45,2025-12-09 07:54:00,2026-05-31 07:12:00,20.85824755555556,81.96238444444444,33534.711243374324,landuse=industrial,5.733333333333333,7.848837209302325,8.330666666666666,9.559966574684813,1.147563209189118,41,4,0.9111111111111112,uncertain
104,30,2025-12-09 07:54:00,2026-05-29 20:19:00,20.88715733333333,82.14254299999999,49764.47518286247,landuse=industrial,5.7,5.263157894736842,10.878666666666668,7.199241211613104,0.6617760643105561,26,4,0.8666666666666667,uncertain
105,5,2025-12-09 07:54:00,2025-12-20 07:48:00,20.972666,81.919072,24199.842926401387,landuse=industrial,1.0,5.0,7.342,1.7435222969609532,0.2374723913049513,5,0,1.0,uncertain
106,15,2025-12-09 07:54:00,2026-05-21 08:40:00,21.010431333333333,81.96773066666667,27567.877569030315,landuse=industrial,5.433333333333334,2.7607361963190185,9.5,4.680724913331878,0.4927078856138819,15,0,1.0,wildfire
107,10,2025-12-09 07:54:00,2026-05-29 07:50:00,21.052685,82.195232,46693.458839197054,landuse=industrial,5.666666666666667,1.7647058823529411,7.790999999999999,1.867573886683529,0.2397091370406275,10,0,1.0,wildfire
108,5,2025-12-09 07:54:00,2025-12-23 06:51:00,21.062014,81.081886,3017.189985864685,man_made=works,1.0,5.0,12.276,11.08957303055442,0.9033539451412856,5,0,1.0,uncertain
109,10,2025-12-09 07:54:00,2026-05-28 08:09:00,21.307572,82.074513,28826.337385958,landuse=industrial,5.666666666666667,1.7647058823529411,6.787000000000001,1.8224589615864235,0.268522021745458,10,0,1.0,wildfire
110,15,2025-12-09 07:54:00,2026-05-31 07:12:00,21.335368000000003,82.15394333333333,36428.51216122996,landuse=industrial,5.733333333333333,2.6162790697674416,10.44,5.9660659447531135,0.5714622552445511,15,0,1.0,wildfire
111,5,2025-12-09 07:54:00,2026-01-30 08:20:00,21.43658,81.817962,9289.78191283308,landuse=industrial,1.7333333333333334,2.8846153846153846,3.752,1.0745557221475304,0.2863954483335635,5,0,1.0,uncertain
112,6,2025-12-09 07:54:00,2026-03-29 08:33:00,21.682835,82.39933333333333,27845.13651664809,landuse=industrial,3.6666666666666665,1.6363636363636365,6.968333333333334,1.1983725074728089,0.1719740503429048,6,0,1.0,wildfire
113,13,2025-12-09 07:54:00,2026-04-02 07:18:00,22.007664615384616,82.84170076923077,36023.22552671421,power=generator,3.7666666666666666,3.4513274336283186,6.633846153846154,5.198305073870293,0.7836035013951045,13,0,1.0,uncertain
114,6,2025-12-09 20:22:00,2026-05-29 20:19:00,22.33756333333333,82.66626333333333,12710.860957723911,landuse=industrial,5.666666666666667,1.0588235294117647,0.8533333333333334,0.4412557837203572,0.5170966215472936,0,6,0.0,uncertain
115,5,2025-12-10 07:35:00,2026-05-29 20:19:00,20.879568,82.156838,50720.28803300951,landuse=industrial,5.666666666666667,0.8823529411764706,2.352,3.4505245977966883,1.4670597779747825,1,4,0.2,uncertain
116,5,2025-12-10 07:35:00,2026-05-21 08:40:00,20.982846,82.01939999999999,33282.545831266485,landuse=industrial,5.4,0.9259259259259258,5.36,2.2116283593768644,0.4126172312270269,5,0,1.0,wildfire
117,5,2025-12-10 07:35:00,2025-12-13 08:19:00,21.042888,82.056792,34343.04810501117,landuse=industrial,1.0,5.0,5.368,1.686377774995864,0.3141538328978882,5,0,1.0,uncertain
118,9,2025-12-10 07:35:00,2025-12-12 06:57:00,21.115042222222225,82.0292688888889,27993.50174920744,landuse=industrial,1.0,9.0,5.491111111111112,2.0105064315020504,0.3661383626774272,9,0,1.0,uncertain
119,5,2025-12-10 07:35:00,2025-12-22 07:10:00,21.143076,82.34902,59802.563023658375,landuse=industrial,1.0,5.0,7.006,4.232804035152111,0.6041684320799473,5,0,1.0,uncertain
